model,metric,img_id,quality_score
koniq10k,ILNIQE,10173544123.jpg,36.12618382332751
koniq10k,ILNIQE,10246311914.jpg,26.027566992538063
koniq10k,ILNIQE,10680932454.jpg,26.112042460911915
koniq10k,ILNIQE,10911046243.jpg,27.768098409137803
koniq10k,ILNIQE,1100873520.jpg,34.93741212289058
koniq10k,ILNIQE,11079282234.jpg,37.79353599947468
koniq10k,ILNIQE,11139580153.jpg,37.63587041223535
koniq10k,ILNIQE,11232665444.jpg,84.50472247205374
koniq10k,ILNIQE,11270280904.jpg,24.56488377382487
koniq10k,ILNIQE,11341117543.jpg,20.160096540417292
koniq10k,ILNIQE,11546100824.jpg,22.240631031275136
koniq10k,ILNIQE,1289162225.jpg,19.627631154736136
koniq10k,ILNIQE,145517507.jpg,33.47167900347247
500px_cc0,ILNIQE,100327907_some_days_in_winter.jpg,24.054746729949336
500px_cc0,ILNIQE,1003502191_Flat_lay_of_business_concept.jpg,37.15054911447013
500px_cc0,ILNIQE,1011015162_Anemone-.jpg,23.89056942025361
500px_cc0,ILNIQE,1011015165_Anemone-.jpg,19.690644096291855
500px_cc0,ILNIQE,1011015217_Anemone-.jpg,20.509128606871606
500px_cc0,ILNIQE,1011015218_Anemone-.jpg,17.599960615530765
500px_cc0,ILNIQE,"1023277564_Montauk_Point_Lighthouse,_Montauk_Point_State_Park,_New_York.jpg",25.49438048035751
500px_cc0,ILNIQE,1026890271_Reclining_Naiad_1819-1824_by_.jpg,28.05634279841146
500px_cc0,ILNIQE,1026975700_http_www.metmuseum.org_art_collection_search_247994.jpg,25.473775688055152
500px_cc0,ILNIQE,107140907_Tagetes.jpg,23.27490336339613
500px_cc0,ILNIQE,107284033_Center_parcs.jpg,25.12843421070983
500px_cc0,ILNIQE,107515765_Tomato_blossom.jpg,37.996818857186966
500px_cc0,ILNIQE,111241589_Tagetes.jpg,28.338676814139582
500px_cc0,ILNIQE,112540029_2-Euro.jpg,25.243773506519233
500px_cc0,ILNIQE,112540127_something_with_alot_of_legs.jpg,24.415047909758773
500px_cc0,ILNIQE,116213163_Tagetes.jpg,21.27721789407724
500px_cc0,ILNIQE,122238161_something.jpg,38.386727257429946
500px_cc0,ILNIQE,130002295_Sea_view.jpg,27.144141631401585
500px_cc0,ILNIQE,130002297_Island.jpg,21.396328310491644
500px_cc0,ILNIQE,130002299_People.jpg,18.85416071329414
500px_cc0,ILNIQE,130002301_Boats.jpg,19.49284042508837
500px_cc0,ILNIQE,130002303_Boat.jpg,23.619893112718735
500px_cc0,ILNIQE,130002305_Sea.jpg,28.15035899738645
500px_cc0,ILNIQE,130002307_IPhone.jpg,43.610668435956384
500px_cc0,ILNIQE,130002537_Park.jpg,17.038476595372494
500px_cc0,ILNIQE,130002571_View.jpg,23.67804394590282
500px_cc0,ILNIQE,130002607_Sky.jpg,20.281529277843457
500px_cc0,ILNIQE,130002695_Sparks.jpg,29.62918038897343
500px_cc0,ILNIQE,130002717_Shoes.jpg,37.96294406911908
500px_cc0,ILNIQE,130002917_Watch.jpg,24.930537464227736
500px_cc0,ILNIQE,130002939_Relaxing.jpg,18.466945960840803
500px_cc0,ILNIQE,130002959_Extreme_biker.jpg,37.57439416006935
500px_cc0,ILNIQE,130003073_Old_plane.jpg,21.403309217327863
500px_cc0,ILNIQE,130003187_Barman.jpg,22.063959372569986
